2016-03-27-11-57-09AM,1459051029186,1459051029169,2016-03-27-11-57-09AM,network,1.3558448,103.7609483,24.767,-1.0,-1.0,-1.0
2016-03-27-11-57-28AM,1459051048901,1459051048876,2016-03-27-11-57-28AM,network,1.3558448,103.7609483,24.767,-1.0,-1.0,-1.0
2016-03-27-11-57-48AM,1459051068945,1459051068911,2016-03-27-11-57-48AM,network,1.3558159,103.7609556,26.892,-1.0,-1.0,-1.0
2016-03-27-11-58-08AM,1459051088947,1459051088912,2016-03-27-11-58-08AM,network,1.3558399,103.7609571,24.811,-1.0,-1.0,-1.0
2016-03-27-11-58-28AM,1459051108895,1459051108883,2016-03-27-11-58-28AM,network,1.3558399,103.7609571,24.811,-1.0,-1.0,-1.0
2016-03-27-11-58-48AM,1459051128937,1459051128922,2016-03-27-11-58-48AM,network,1.3558361,103.7609541,25.248,-1.0,-1.0,-1.0
2016-03-27-11-59-08AM,1459051148943,1459051148906,2016-03-27-11-59-08AM,network,1.355826,103.7609495,20.0,-1.0,-1.0,-1.0
2016-03-27-11-59-28AM,1459051168939,1459051168919,2016-03-27-11-59-28AM,network,1.355826,103.7609495,20.0,-1.0,-1.0,-1.0
2016-03-27-11-59-49AM,1459051189062,1459051189027,2016-03-27-11-59-49AM,network,1.3558273,103.7609484,20.0,-1.0,-1.0,-1.0
2016-03-27-12-00-08PM,1459051208968,1459051208926,2016-03-27-12-00-08PM,network,1.3558412,103.7609534,24.851,-1.0,-1.0,-1.0
2016-03-27-12-00-28PM,1459051228962,1459051228923,2016-03-27-12-00-28PM,network,1.3558412,103.7609534,24.851,-1.0,-1.0,-1.0
2016-03-27-12-00-48PM,1459051248980,1459051248971,2016-03-27-12-00-48PM,network,1.3558353,103.760951,25.44,-1.0,-1.0,-1.0
2016-03-27-12-01-09PM,1459051269066,1459051269004,2016-03-27-12-01-09PM,network,1.3558423,103.7609512,20.0,-1.0,-1.0,-1.0
2016-03-27-12-01-29PM,1459051289104,1459051289049,2016-03-27-12-01-29PM,network,1.3558423,103.7609512,20.0,-1.0,-1.0,-1.0
2016-03-27-12-01-49PM,1459051309001,1459051308982,2016-03-27-12-01-48PM,network,1.355823,103.7609418,20.0,-1.0,-1.0,-1.0
2016-03-27-12-02-09PM,1459051329007,1459051328973,2016-03-27-12-02-08PM,network,1.3558556,103.7609551,23.589,-1.0,-1.0,-1.0
2016-03-27-12-02-28PM,1459051348973,1459051348963,2016-03-27-12-02-28PM,network,1.3558556,103.7609551,23.589,-1.0,-1.0,-1.0
2016-03-27-12-02-49PM,1459051369113,1459051369068,2016-03-27-12-02-49PM,network,1.3558461,103.7609494,24.613,-1.0,-1.0,-1.0
2016-03-27-12-03-09PM,1459051389015,1459051388987,2016-03-27-12-03-08PM,network,1.3558564,103.7609321,21.394,-1.0,-1.0,-1.0
2016-03-27-12-03-29PM,1459051409020,1459051408994,2016-03-27-12-03-28PM,network,1.3558564,103.7609321,21.394,-1.0,-1.0,-1.0
2016-03-27-12-03-49PM,1459051429159,1459051429141,2016-03-27-12-03-49PM,network,1.3558431,103.7609374,25.385,-1.0,-1.0,-1.0
2016-03-27-12-04-09PM,1459051449253,1459051449198,2016-03-27-12-04-09PM,network,1.355851,103.7609579,23.853,-1.0,-1.0,-1.0
2016-03-27-12-04-29PM,1459051469214,1459051469191,2016-03-27-12-04-29PM,network,1.355851,103.7609579,23.853,-1.0,-1.0,-1.0
2016-03-27-12-04-49PM,1459051489182,1459051489164,2016-03-27-12-04-49PM,network,1.3558518,103.7609508,24.085,-1.0,-1.0,-1.0
2016-03-27-12-05-09PM,1459051509252,1459051509208,2016-03-27-12-05-09PM,network,1.3558258,103.7609485,20.0,-1.0,-1.0,-1.0
2016-03-27-12-05-29PM,1459051529277,1459051529205,2016-03-27-12-05-29PM,network,1.3558258,103.7609485,20.0,-1.0,-1.0,-1.0
2016-03-27-12-05-49PM,1459051549211,1459051549193,2016-03-27-12-05-49PM,network,1.3558198,103.7609432,20.0,-1.0,-1.0,-1.0
2016-03-27-12-06-09PM,1459051569264,1459051569200,2016-03-27-12-06-09PM,network,1.3558269,103.7609527,20.0,-1.0,-1.0,-1.0
2016-03-27-12-06-29PM,1459051589269,1459051589237,2016-03-27-12-06-29PM,network,1.3558269,103.7609527,20.0,-1.0,-1.0,-1.0
2016-03-27-12-06-49PM,1459051609252,1459051609232,2016-03-27-12-06-49PM,network,1.3558156,103.7609527,20.0,-1.0,-1.0,-1.0
2016-03-27-12-07-09PM,1459051629319,1459051629244,2016-03-27-12-07-09PM,network,1.3558367,103.7609634,24.838,-1.0,-1.0,-1.0
2016-03-27-12-07-29PM,1459051649476,1459051649350,2016-03-27-12-07-29PM,network,1.3558367,103.7609634,24.838,-1.0,-1.0,-1.0
2016-03-27-12-07-49PM,1459051669302,1459051669268,2016-03-27-12-07-49PM,network,1.355818,103.7609395,20.0,-1.0,-1.0,-1.0
2016-03-27-12-08-09PM,1459051689296,1459051689287,2016-03-27-12-08-09PM,network,1.355841,103.7609461,20.0,-1.0,-1.0,-1.0
2016-03-27-12-08-29PM,1459051709293,1459051709267,2016-03-27-12-08-29PM,network,1.355841,103.7609461,20.0,-1.0,-1.0,-1.0
2016-03-27-12-08-49PM,1459051729399,1459051729360,2016-03-27-12-08-49PM,network,1.3558225,103.7609477,20.0,-1.0,-1.0,-1.0
2016-03-27-12-09-09PM,1459051749337,1459051749278,2016-03-27-12-09-09PM,network,1.3557999,103.7609426,20.0,-1.0,-1.0,-1.0
2016-03-27-12-09-29PM,1459051769294,1459051769284,2016-03-27-12-09-29PM,network,1.3557999,103.7609426,20.0,-1.0,-1.0,-1.0
2016-03-27-12-09-49PM,1459051789370,1459051789356,2016-03-27-12-09-49PM,network,1.3558112,103.7609414,20.0,-1.0,-1.0,-1.0
2016-03-27-12-10-09PM,1459051809323,1459051809312,2016-03-27-12-10-09PM,network,1.3558317,103.7609623,25.303,-1.0,-1.0,-1.0
2016-03-27-12-10-29PM,1459051829346,1459051829327,2016-03-27-12-10-29PM,network,1.3558317,103.7609623,25.303,-1.0,-1.0,-1.0
2016-03-27-12-10-49PM,1459051849331,1459051849317,2016-03-27-12-10-49PM,network,1.3558321,103.7609429,20.0,-1.0,-1.0,-1.0
2016-03-27-12-11-09PM,1459051869336,1459051869323,2016-03-27-12-11-09PM,network,1.3558279,103.7609434,20.0,-1.0,-1.0,-1.0
2016-03-27-12-11-29PM,1459051889412,1459051889401,2016-03-27-12-11-29PM,network,1.3558279,103.7609434,20.0,-1.0,-1.0,-1.0
2016-03-27-12-11-49PM,1459051909359,1459051909350,2016-03-27-12-11-49PM,network,1.3558214,103.7609525,20.0,-1.0,-1.0,-1.0
2016-03-27-12-12-09PM,1459051929410,1459051929397,2016-03-27-12-12-09PM,network,1.3558467,103.7609403,20.25,-1.0,-1.0,-1.0
2016-03-27-12-12-29PM,1459051949391,1459051949384,2016-03-27-12-12-29PM,network,1.3558467,103.7609403,20.25,-1.0,-1.0,-1.0
2016-03-27-12-12-49PM,1459051969403,1459051969393,2016-03-27-12-12-49PM,network,1.3558307,103.7609631,25.358,-1.0,-1.0,-1.0
2016-03-27-12-13-09PM,1459051989397,1459051989388,2016-03-27-12-13-09PM,network,1.3558405,103.760946,20.0,-1.0,-1.0,-1.0
2016-03-27-12-13-29PM,1459052009463,1459052009441,2016-03-27-12-13-29PM,network,1.3558405,103.760946,20.0,-1.0,-1.0,-1.0
2016-03-27-12-13-49PM,1459052029469,1459052029440,2016-03-27-12-13-49PM,network,1.3558071,103.7609526,20.0,-1.0,-1.0,-1.0
2016-03-27-12-14-09PM,1459052049518,1459052049499,2016-03-27-12-14-09PM,network,1.3558301,103.7609527,25.806,-1.0,-1.0,-1.0
2016-03-27-12-14-29PM,1459052069566,1459052069525,2016-03-27-12-14-29PM,network,1.3558301,103.7609527,25.806,-1.0,-1.0,-1.0
2016-03-27-12-14-49PM,1459052089589,1459052089512,2016-03-27-12-14-49PM,network,1.3558368,103.7609558,25.122,-1.0,-1.0,-1.0
2016-03-27-12-15-09PM,1459052109483,1459052109475,2016-03-27-12-15-09PM,network,1.3558537,103.7609505,23.942,-1.0,-1.0,-1.0
2016-03-27-12-15-29PM,1459052129508,1459052129498,2016-03-27-12-15-29PM,network,1.3558537,103.7609505,23.942,-1.0,-1.0,-1.0
2016-03-27-12-15-49PM,1459052149500,1459052149483,2016-03-27-12-15-49PM,network,1.3558117,103.7609533,20.0,-1.0,-1.0,-1.0
2016-03-27-12-16-09PM,1459052169594,1459052169569,2016-03-27-12-16-09PM,network,1.3558405,103.760939,20.0,-1.0,-1.0,-1.0
2016-03-27-12-16-29PM,1459052189624,1459052189565,2016-03-27-12-16-29PM,network,1.3558405,103.760939,20.0,-1.0,-1.0,-1.0
2016-03-27-12-16-49PM,1459052209553,1459052209532,2016-03-27-12-16-49PM,network,1.3558274,103.7609586,25.805,-1.0,-1.0,-1.0
2016-03-27-12-17-09PM,1459052229559,1459052229552,2016-03-27-12-17-09PM,network,1.3558463,103.7609397,20.0,-1.0,-1.0,-1.0
2016-03-27-12-17-29PM,1459052249531,1459052249522,2016-03-27-12-17-29PM,network,1.3558463,103.7609397,20.0,-1.0,-1.0,-1.0
2016-03-27-12-17-49PM,1459052269615,1459052269600,2016-03-27-12-17-49PM,network,1.3557645,103.7609748,20.0,-1.0,-1.0,-1.0
2016-03-27-12-18-09PM,1459052289713,1459052289690,2016-03-27-12-18-09PM,network,1.3558276,103.7612298,56.0,-1.0,-1.0,-1.0
2016-03-27-12-18-30PM,1459052310680,1459052310662,2016-03-27-12-18-30PM,network,1.3558276,103.7612298,56.0,-1.0,-1.0,-1.0
2016-03-27-12-18-49PM,1459052329836,1459052329825,2016-03-27-12-18-49PM,network,1.3557457,103.7610628,60.371,-1.0,-1.0,-1.0
2016-03-27-12-19-09PM,1459052349875,1459052349860,2016-03-27-12-19-09PM,network,1.3557747,103.7611343,51.261,-1.0,-1.0,-1.0
2016-03-27-12-20-12PM,1459052412350,1459052412307,2016-03-27-12-20-12PM,network,1.3550554,103.7603987,642.0,-1.0,-1.0,-1.0
2016-03-27-12-20-29PM,1459052429594,1459052429536,2016-03-27-12-20-29PM,network,1.3561272,103.7614476,694.0,-1.0,-1.0,-1.0
